code,l1,l2,desc,l1_desc,l2_desc
05C70,05,05Cxx,"Edge subsets with special properties (factorization, matching, partitioning, covering and packing, etc.)","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C72,05,05Cxx,"Fractional graph theory, fuzzy graph theory","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C75,05,05Cxx,Structural characterization of families of graphs,"Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C76,05,05Cxx,"Graph operations (line graphs, products, etc.)","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C78,05,05Cxx,"Graph labelling (graceful graphs, bandwidth, etc.)","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C80,05,05Cxx,Random graphs (graph-theoretic aspects) [See also 60B20],"Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C81,05,05Cxx,Random walks on graphs,"Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C82,05,05Cxx,"Small world graphs, complex networks (graph-theoretic aspects) [See also 90Bxx, 91D30]","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C83,05,05Cxx,Graph minors,"Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C85,05,05Cxx,"Graph algorithms (graph-theoretic aspects) [See also 68R10, 68W05]","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C90,05,05Cxx,"Applications of graph theory [See also 68R10, 81Q30, 82B20, 82C20, 90C35, 92E10, 94C15]","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C92,05,05Cxx,Chemical graph theory [See also 92E10],"Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05C99,05,05Cxx,"None of the above, but in this section","Combinatorics {For finite fields, see 11Txx}","Graph theory {For computer science, see 68R10}"
05D05,05,05Dxx,Extremal set theory,"Combinatorics {For finite fields, see 11Txx}",Extremal combinatorics
05D10,05,05Dxx,Ramsey theory [See also 05C55],"Combinatorics {For finite fields, see 11Txx}",Extremal combinatorics
05D15,05,05Dxx,Transversal (matching) theory,"Combinatorics {For finite fields, see 11Txx}",Extremal combinatorics
05D40,05,05Dxx,"Probabilistic methods in extremal combinatorics, including polynomial methods (combinatorial Nullstellensatz, etc.)","Combinatorics {For finite fields, see 11Txx}",Extremal combinatorics
05D99,05,05Dxx,"None of the above, but in this section","Combinatorics {For finite fields, see 11Txx}",Extremal combinatorics
05E05,05,05Exx,Symmetric functions and generalizations,"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E10,05,05Exx,Combinatorial aspects of representation theory [See also 20C30],"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E14,05,05Exx,Combinatorial aspects of algebraic geometry [See also 14Nxx],"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E16,05,05Exx,"Combinatorial aspects of groups and algebras [See also 22E45, 33C80]","Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E18,05,05Exx,Group actions on combinatorial structures,"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E30,05,05Exx,"Association schemes, strongly regular graphs","Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E40,05,05Exx,Combinatorial aspects of commutative algebra,"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E45,05,05Exx,Combinatorial aspects of simplicial complexes,"Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
05E99,05,05Exx,"None of the above, but in this section","Combinatorics {For finite fields, see 11Txx}",Algebraic combinatorics
06A05,06,06Axx,Total orders,"Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A06,06,06Axx,"Partial orders, general","Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A07,06,06Axx,Combinatorics of partially ordered sets,"Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A11,06,06Axx,Algebraic aspects of posets,"Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A12,06,06Axx,"Semilattices [See also 20M10] {For topological semilattices, see 22A26}","Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A15,06,06Axx,"Galois correspondences, closure operators (in relation to ordered sets)","Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A75,06,06Axx,Generalizations of ordered sets,"Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06A99,06,06Axx,"None of the above, but in this section","Order, lattices, ordered algebraic structures [See also 18B35]",Ordered sets
06B05,06,06Bxx,Structure theory of lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B10,06,06Bxx,"Lattice ideals, congruence relations","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B15,06,06Bxx,Representation theory of lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B20,06,06Bxx,Varieties of lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B23,06,06Bxx,"Complete lattices, completions","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B25,06,06Bxx,"Free lattices, projective lattices, word problems [See also 03D40, 08A50, 20F10]","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B30,06,06Bxx,"Topological lattices [See also 06F30, 22A26, 54F05, 54H12]","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B35,06,06Bxx,"Continuous lattices and posets, applications [See also 06B30, 06D10, 06F30, 18B35, 22A26, 68Q55]","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B75,06,06Bxx,Generalizations of lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06B99,06,06Bxx,"None of the above, but in this section","Order, lattices, ordered algebraic structures [See also 18B35]",Lattices [See also 03G10]
06C05,06,06Cxx,"Modular lattices, Desarguesian lattices","Order, lattices, ordered algebraic structures [See also 18B35]","Modular lattices, complemented lattices"
06C10,06,06Cxx,"Semimodular lattices, geometric lattices","Order, lattices, ordered algebraic structures [See also 18B35]","Modular lattices, complemented lattices"
06C15,06,06Cxx,"Complemented lattices, orthocomplemented lattices and posets [See also 03G12, 81P10]","Order, lattices, ordered algebraic structures [See also 18B35]","Modular lattices, complemented lattices"
06C20,06,06Cxx,"Complemented modular lattices, continuous geometries","Order, lattices, ordered algebraic structures [See also 18B35]","Modular lattices, complemented lattices"
06C99,06,06Cxx,"None of the above, but in this section","Order, lattices, ordered algebraic structures [See also 18B35]","Modular lattices, complemented lattices"
06D05,06,06Dxx,Structure and representation theory of distributive lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D10,06,06Dxx,Complete distributivity,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D15,06,06Dxx,Pseudocomplemented lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D20,06,06Dxx,Heyting algebras (lattice-theoretic aspects) [See also 03G25],"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D22,06,06Dxx,"Frames, locales {For topological questions, see 54-XX}","Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D25,06,06Dxx,Post algebras (lattice-theoretic aspects) [See also 03G20],"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D30,06,06Dxx,"De Morgan algebras, Lukasiewicz algebras (lattice-theoretic aspects) [See also 03G20]","Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D35,06,06Dxx,MV-algebras,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D50,06,06Dxx,Lattices and duality,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D72,06,06Dxx,Fuzzy lattices (soft algebras) and related topics,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D75,06,06Dxx,Other generalizations of distributive lattices,"Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06D99,06,06Dxx,"None of the above, but in this section","Order, lattices, ordered algebraic structures [See also 18B35]",Distributive lattices
06E05,06,06Exx,Structure theory of Boolean algebras,"Order, lattices, ordered algebraic structures [See also 18B35]",Boolean algebras (Boolean rings) [See also 03G05]
06E10,06,06Exx,"Chain conditions, complete algebras","Order, lattices, ordered algebraic structures [See also 18B35]",Boolean algebras (Boolean rings) [See also 03G05]
06E15,06,06Exx,Stone spaces (Boolean spaces) and related structures,"Order, lattices, ordered algebraic structures [See also 18B35]",Boolean algebras (Boolean rings) [See also 03G05]
06E20,06,06Exx,"Ring-theoretic properties of Boolean algebras [See also 16E50, 16G30]","Order, lattices, ordered algebraic structures [See also 18B35]",Boolean algebras (Boolean rings) [See also 03G05]
06E25,06,06Exx,"Boolean algebras with additional operations (diagonalizable algebras, etc.) [See also 03G25, 03F45]","Order, lattices, ordered algebraic structures [See also 18B35]",Boolean algebras (Boolean rings) [See also 03G05]
